"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SERF1A"	9.19492168735271e-07	0.867359890937277	0.364	0.043	0.024424470478115	"5"	"SERF1A"
"VPS45"	9.69521183528646e-07	1.59635623304473	0.636	0.12	0.0257533911980714	"5"	"VPS45"
"CCDC34"	9.73842781716554e-07	0.92082954073067	0.273	0.026	0.0258681858107368	"5"	"CCDC34"
"CTB-13F3.1"	1.0199156330793e-06	0.995823394136411	0.273	0.025	0.0270920189614854	"5"	"CTB-13F3.1"
"BRD8"	1.02348634624496e-06	1.50749034966487	0.909	0.277	0.0271868678153049	"5"	"BRD8"
"B3GNTL1"	1.04460355802502e-06	1.43564829170663	0.545	0.096	0.0277478043118185	"5"	"B3GNTL1"
"MESDC1"	1.2169475085013e-06	0.907634332471775	0.273	0.027	0.0323257766683201	"5"	"MESDC1"
"ST3GAL3"	1.23888421372054e-06	1.21285023539088	0.545	0.092	0.0329084813690587	"5"	"ST3GAL3"
"KCNA31"	1.26197880515205e-06	1.22166781460927	0.636	0.12	0.033521943001254	"5"	"KCNA3"
"RP3-477O4.14"	1.26481682446608e-06	1.06329509332413	0.273	0.026	0.0335973293082924	"5"	"RP3-477O4.14"
"DHFR"	1.28050571482037e-06	1.22222040711614	0.364	0.047	0.0340140733027735	"5"	"DHFR"
"C16orf72"	1.33458625511598e-06	1.35427692279258	0.727	0.181	0.0354506146946458	"5"	"C16orf72"
"NCAPD3"	1.3977481950572e-06	1.39998599478642	0.455	0.07	0.0371283853053043	"5"	"NCAPD3"
"BRCA2"	1.45721381164439e-06	1.20813194972219	0.364	0.046	0.03870797047871	"5"	"BRCA2"
"KATNAL1"	1.65395124048278e-06	1.36566674894324	0.455	0.07	0.0439339068009441	"5"	"KATNAL1"
"TMEM68"	1.67900884405313e-06	1.2696268846387	0.455	0.069	0.0445995119245832	"5"	"TMEM68"
"RNFT2"	1.72618320459308e-06	1.42831339567837	0.273	0.028	0.045852604463606	"5"	"RNFT2"
"RAD21"	1.79623826473289e-06	1.31356447854532	1	0.41	0.0477134770260997	"5"	"RAD21"
"EXOSC8"	1.89985257793605e-06	1.55103801348803	0.727	0.169	0.0504657840277153	"5"	"EXOSC8"
"DHRS4"	1.92438791094073e-06	1.32827304012693	0.636	0.12	0.0511175160783187	"5"	"DHRS4"
"TRMT10B"	2.06272047920479e-06	1.2486170647692	0.545	0.1	0.0547920440891168	"5"	"TRMT10B"
"PRUNE"	2.14555181714477e-06	1.22075829079301	0.455	0.068	0.0569922929188166	"5"	"PRUNE"
"SPTBN1"	2.16604193745459e-06	1.33882034500789	0.909	0.292	0.0575365719846064	"5"	"SPTBN1"
"ITPRIP1"	2.16790599162804e-06	1.5736103184002	0.727	0.176	0.0575860868556158	"5"	"ITPRIP"
"ZNF682"	2.39501351777013e-06	0.942780718797076	0.364	0.048	0.0636187440725278	"5"	"ZNF682"
"TRAF7"	2.4184197326915e-06	1.32083601145635	0.727	0.17	0.0642404833594843	"5"	"TRAF7"
"MT1L"	2.42738259148509e-06	1.31036491491317	0.273	0.028	0.0644785637776183	"5"	"MT1L"
"DHRS4-AS1"	2.48376376420853e-06	1.33007563897993	0.364	0.047	0.0659762168686711	"5"	"DHRS4-AS1"
"HAUS8"	2.4905228975341e-06	1.51625869562121	0.364	0.049	0.0661557597271984	"5"	"HAUS8"
"RP11-124N14.3"	2.56454085699778e-06	1.0243737635353	0.909	0.253	0.068121898784432	"5"	"RP11-124N14.3"
"RALBP1"	2.67625080174445e-06	1.31154078409333	0.636	0.129	0.0710892500467377	"5"	"RALBP1"
"AC005339.2"	2.74461552843436e-06	1.21664102054887	0.273	0.028	0.0729052222818019	"5"	"AC005339.2"
"MTX2"	2.76585340687383e-06	1.61245896756563	0.545	0.103	0.0734693640467894	"5"	"MTX2"
"ZNF271"	2.7825825228325e-06	1.31685645124344	0.455	0.076	0.0739137395539996	"5"	"ZNF271"
"LBR1"	2.79732276269321e-06	1.3385362369341	1	0.34	0.0743052845454196	"5"	"LBR"
"CSPP1"	2.82135750333753e-06	1.21324929294021	0.455	0.071	0.0749437193611547	"5"	"CSPP1"
"AP001877.1"	2.84721378611301e-06	1.46973072106896	0.455	0.07	0.0756305398005198	"5"	"AP001877.1"
"PITRM11"	2.85508731128156e-06	1.31464547498197	0.818	0.203	0.0758396842495722	"5"	"PITRM1"
"ZKSCAN5"	2.95399146487383e-06	1.01472429650479	0.364	0.047	0.0784668752814434	"5"	"ZKSCAN5"
"EIF4BP5"	3.0681967396532e-06	1.30201048214827	0.273	0.029	0.081500509995408	"5"	"EIF4BP5"
"GUSBP2"	3.09861822383106e-06	1.06869182387008	0.545	0.1	0.0823085958796245	"5"	"GUSBP2"
"MZT1"	3.13835318760858e-06	1.51786643133551	0.545	0.1	0.0833640757224468	"5"	"MZT1"
"NDC1"	3.16009078456182e-06	1.00835251184405	0.455	0.07	0.0839414915103156	"5"	"NDC1"
"VANGL1"	3.27964657592361e-06	1.40929086950745	0.273	0.029	0.0871172519962589	"5"	"VANGL1"
"TUBB4B1"	3.28837636081762e-06	1.29396104678827	1	0.4	0.0873491412723984	"5"	"TUBB4B"
"BRD7"	3.31735909357296e-06	1.28966073561333	0.818	0.219	0.0881190096025786	"5"	"BRD7"
"RP11-486O12.2"	3.43636758251261e-06	0.737384575297031	0.455	0.075	0.0912802320942825	"5"	"RP11-486O12.2"
"CTNND1"	3.47857118609811e-06	1.22232711614819	0.364	0.049	0.0924012864163241	"5"	"CTNND1"
"BARD11"	3.69236609437843e-06	1.50894672679957	0.636	0.152	0.0980803205649744	"5"	"BARD1"
"HAUS2"	3.7410842348982e-06	1.36132813854145	0.545	0.103	0.0993744205316009	"5"	"HAUS2"
"H2AFV1"	3.75751940607142e-06	1.51139450130949	0.818	0.235	0.099810987983475	"5"	"H2AFV"
"REEP4"	3.83397658191524e-06	1.5467312337775	0.545	0.107	0.101841919945415	"5"	"REEP4"
"CEP44"	3.85147086133868e-06	1.4920365648301	0.455	0.079	0.102306620489739	"5"	"CEP44"
"BCL2L12"	3.90828971629365e-06	1.32534788160921	0.364	0.048	0.103815899733908	"5"	"BCL2L12"
"MIOS"	3.94731828285562e-06	1.42148113577093	0.455	0.076	0.104852615547494	"5"	"MIOS"
"ODF2"	4.08480925314691e-06	1.14411570590503	0.636	0.128	0.108504788191341	"5"	"ODF2"
"FAM174A"	4.13984435751681e-06	1.49205554387029	0.364	0.049	0.109966685668719	"5"	"FAM174A"
"MEGF11"	4.21171655408186e-06	0.99545504247067	0.273	0.029	0.111875826826077	"5"	"MEGF11"
"SESTD1"	4.27380295105374e-06	1.21885827256377	0.273	0.029	0.113525027788841	"5"	"SESTD1"
"MSH5-SAPCD1"	4.3101923416983e-06	0.665795244107133	0.273	0.029	0.114491639172532	"5"	"MSH5-SAPCD1"
"DDX39A"	4.40713586924937e-06	1.33198196321239	1	0.361	0.117066750094871	"5"	"DDX39A"
"POLD3"	4.43735834602661e-06	1.09665218773058	0.455	0.07	0.117869549745505	"5"	"POLD3"
"EZH21"	4.46487050787035e-06	1.4007990204248	0.909	0.363	0.11860035530056	"5"	"EZH2"
"GTPBP2"	4.62696889521888e-06	1.25659536431281	0.364	0.048	0.122906174763699	"5"	"GTPBP2"
"ERV3-1"	4.65043702174767e-06	1.08598203278081	0.455	0.071	0.123529558608683	"5"	"ERV3-1"
"PAGR1"	4.92310693512217e-06	1.28276020518537	0.545	0.096	0.13077248951765	"5"	"PAGR1"
"RUVBL1"	5.136747230935e-06	1.24301348437908	0.727	0.17	0.136447416695326	"5"	"RUVBL1"
"ZSCAN16-AS1"	5.29955892072676e-06	0.729359115087664	0.273	0.029	0.140772183611265	"5"	"ZSCAN16-AS1"
"GSK3A"	5.4649518596954e-06	1.12149299351153	0.273	0.03	0.145165516249089	"5"	"GSK3A"
"TOMM40L"	5.71611851431773e-06	0.778270812048501	0.273	0.029	0.151837256095822	"5"	"TOMM40L"
"ACTL6A1"	5.79589002444146e-06	1.41681279504235	0.727	0.157	0.153956226719239	"5"	"ACTL6A"
"ATXN7L2"	5.80823412938359e-06	0.737303527271485	0.364	0.049	0.154284123178816	"5"	"ATXN7L2"
"RNF26"	6.89543269847862e-06	1.03221279470635	0.455	0.075	0.183163378769687	"5"	"RNF26"
"EOMES"	7.19333531630027e-06	1.2677701506766	0.273	0.031	0.191076566006884	"5"	"EOMES"
"AC005786.7"	7.19470547746149e-06	0.870040675056954	0.273	0.029	0.19111296159781	"5"	"AC005786.7"
"CENPC"	7.62578366659565e-06	1.27912789762295	1	0.343	0.20256369153578	"5"	"CENPC"
"ARL6IP11"	7.86977251312283e-06	0.90111131107929	1	0.609	0.209044767266082	"5"	"ARL6IP1"
"HP1BP3"	7.92423908486509e-06	1.21123636782792	1	0.46	0.210491562811271	"5"	"HP1BP3"
"MIS18BP1"	8.13670517894073e-06	1.29914503167904	0.909	0.332	0.216135299668203	"5"	"MIS18BP1"
"USP21"	8.2975094372362e-06	1.31424018612715	0.545	0.11	0.220406743181305	"5"	"USP21"
"GPR137"	9.02943583975904e-06	1.03143888270061	0.364	0.053	0.239848904211519	"5"	"GPR137"
"RRP8"	9.29501816450008e-06	1.16461472460903	0.545	0.106	0.246903567503616	"5"	"RRP8"
"LDLR"	9.3085108452726e-06	1.03697087697749	0.636	0.133	0.247261973582976	"5"	"LDLR"
"RP11-589F5.4"	9.42493141434269e-06	1.04502068763544	0.455	0.078	0.250354453159185	"5"	"RP11-589F5.4"
"RP11-1415C14.3"	9.63518599951551e-06	1.15983535085609	0.364	0.053	0.25593944570513	"5"	"RP11-1415C14.3"
"TMPO1"	9.75179328377106e-06	1.28491310251671	0.909	0.343	0.259036884996811	"5"	"TMPO"
"CDK5RAP2"	9.7863344436628e-06	1.4673956142471	0.727	0.214	0.259954401827015	"5"	"CDK5RAP2"
"METTL4"	9.79749811785561e-06	1.29709472679511	0.545	0.107	0.260250942504599	"5"	"METTL4"
"RP3-508I15.22"	1.0020714987644e-05	1.00466605290725	0.273	0.03	0.266180252216786	"5"	"RP3-508I15.22"
"AZI2"	1.02716839393466e-05	1.38246027179395	0.727	0.179	0.272846740480864	"5"	"AZI2"
"LIG1"	1.04731178876321e-05	1.29817682785381	0.545	0.107	0.278197430449172	"5"	"LIG1"
"FAM179A"	1.05683607069871e-05	1.02458903516917	0.364	0.054	0.280727365459698	"5"	"FAM179A"
"CKS21"	1.06581271268874e-05	1.47275109105518	0.727	0.206	0.28311183087151	"5"	"CKS2"
"HMGB1P51"	1.07543715591256e-05	0.812861581241993	1	0.644	0.285668371725052	"5"	"HMGB1P5"
"EPOR"	1.09651480108212e-05	1.34844806912643	0.364	0.053	0.291267226611443	"5"	"EPOR"
"KLHL20"	1.10627079925464e-05	1.16326881169863	0.545	0.107	0.29385871240601	"5"	"KLHL20"
"NUP35"	1.13240378291743e-05	1.19691604124619	0.364	0.053	0.300800416856357	"5"	"NUP35"
"SNRPD1"	1.15305296601458e-05	1.39331061161382	0.818	0.235	0.306285459362452	"5"	"SNRPD1"
"VARS2"	1.15426109474984e-05	1.24495825341833	0.364	0.056	0.306606374598401	"5"	"VARS2"
"LCORL"	1.17043801043505e-05	0.951317940466882	0.455	0.078	0.310903448711862	"5"	"LCORL"
"RP11-87H9.2"	1.20752088949078e-05	1.12312933463082	0.273	0.032	0.320753773875436	"5"	"RP11-87H9.2"
"VIM2"	1.32039173358728e-05	0.827840795437621	1	0.619	0.350735656192788	"5"	"VIM"
"CEP152"	1.41824745101831e-05	1.42966681165976	0.364	0.057	0.376729070413993	"5"	"CEP152"
"NUDT1"	1.47049353741123e-05	1.52131491661325	0.455	0.081	0.390607198342546	"5"	"NUDT1"
"TACC31"	1.54121570652228e-05	1.38911850980436	0.818	0.259	0.409393128123514	"5"	"TACC3"
"RPUSD2"	1.57030617626168e-05	0.922561953338535	0.273	0.031	0.417120429600391	"5"	"RPUSD2"
"SLC27A4"	1.59870552264131e-05	1.07814593240722	0.273	0.032	0.42466414797921	"5"	"SLC27A4"
"NUDT15"	1.63152766721509e-05	1.20417207889641	0.364	0.056	0.433382694242345	"5"	"NUDT15"
"PRIM2"	1.63535990439432e-05	1.09422349948132	0.455	0.083	0.434400651404262	"5"	"PRIM2"
"CCDC18"	1.71322069072057e-05	1.4894580423732	0.545	0.13	0.455082812076105	"5"	"CCDC18"
"C19orf48"	1.71646554692559e-05	1.43020080425609	0.455	0.08	0.455944743229844	"5"	"C19orf48"
"PTPRA"	1.72311544885836e-05	1.19175521420904	0.545	0.118	0.457711156680246	"5"	"PTPRA"
"CNTRL1"	1.74873091312978e-05	1.2214009502653	1	0.359	0.464515392454663	"5"	"CNTRL"
"NDUFA2"	1.76930805888796e-05	1.35123044719459	0.818	0.221	0.469981299682408	"5"	"NDUFA2"
"LYAR1"	1.79363789794193e-05	1.29027620424244	0.455	0.078	0.476444034830315	"5"	"LYAR"
"LSM3"	1.82355272785832e-05	1.22279466154433	0.727	0.174	0.484390311101005	"5"	"LSM3"
"LINC00854"	1.84917031290074e-05	1.08705979053656	0.273	0.032	0.491195110215823	"5"	"LINC00854"
"H2AFZ2"	1.84971729688642e-05	0.87340320806053	1	0.558	0.49134040557194	"5"	"H2AFZ"
"HMGB11"	1.85594936310381e-05	0.521743869518336	1	0.806	0.492995829321265	"5"	"HMGB1"
"FAM76B"	1.8755271857822e-05	1.26423817392698	0.455	0.083	0.498196286359326	"5"	"FAM76B"
"RPS19BP1"	1.89426467480933e-05	1.39727004014654	0.818	0.22	0.503173525569601	"5"	"RPS19BP1"
"CDYL"	1.8964392595858e-05	1.02375912137419	0.273	0.033	0.503751160523777	"5"	"CDYL"
"BAP1"	1.94658508957156e-05	0.988642112729117	0.636	0.134	0.517071397342894	"5"	"BAP1"
"ZMAT2"	1.9541154511081e-05	1.405041863482	0.636	0.145	0.519071687277844	"5"	"ZMAT2"
"LAMTOR31"	1.95890992666712e-05	1.50872227242812	0.636	0.156	0.520345243820587	"5"	"LAMTOR3"
"SETD8"	2.12299107865453e-05	0.87542350895884	0.636	0.15	0.563930120223002	"5"	"SETD8"
"NUP214"	2.25418313707818e-05	1.27550587831025	0.909	0.341	0.598778666702077	"5"	"NUP214"
"SRSF101"	2.33220781755961e-05	1.26288620986012	1	0.328	0.619504362578358	"5"	"SRSF10"
"DDX46"	2.38036971769634e-05	1.08735143019414	1	0.36	0.632297608111679	"5"	"DDX46"
"ACYP1"	2.46794501816754e-05	1.45055345183971	0.545	0.124	0.655560235175843	"5"	"ACYP1"
"KPNA3"	2.53233222302918e-05	1.34218617760781	0.545	0.12	0.672663408403242	"5"	"KPNA3"
"ING4"	2.60494554071875e-05	1.38358181362995	0.636	0.139	0.691951683981121	"5"	"ING4"
"SLC39A91"	2.60788679351577e-05	1.1611487197329	0.818	0.245	0.692732968961595	"5"	"SLC39A9"
"PPP1R35"	2.61880858551507e-05	1.07379848169775	0.273	0.033	0.695634124570367	"5"	"PPP1R35"
"LLfos-48D6.1"	2.63106831707593e-05	0.806998328351435	0.273	0.034	0.698890677064879	"5"	"LLfos-48D6.1"
"PIGB"	2.65912069931217e-05	1.08733592010662	0.636	0.143	0.706342231358292	"5"	"PIGB"
"RP11-139H15.1"	2.66147046348306e-05	1.19860734969996	0.545	0.113	0.706966399215006	"5"	"RP11-139H15.1"
"LMNB2"	2.66876525895715e-05	1.37002263441808	0.364	0.061	0.708904115736788	"5"	"LMNB2"
"CAPNS1"	2.6762281960016e-05	1.2879440212911	0.636	0.147	0.710886495703906	"5"	"CAPNS1"
"SPRTN"	2.7640943193439e-05	0.8751395533641	0.455	0.081	0.734226374047319	"5"	"SPRTN"
"ARV1"	2.78912191959798e-05	1.30441181972014	0.364	0.056	0.740874455502813	"5"	"ARV1"
"RP11-673C5.11"	2.88608590828635e-05	0.901810341378466	0.909	0.499	0.766630999818104	"5"	"RP11-673C5.1"
"BLOC1S6"	2.8962278240537e-05	1.19816103323545	0.727	0.197	0.769324996903386	"5"	"BLOC1S6"
"RP11-18H21.1"	2.94752183976024e-05	1.36166195127403	0.273	0.034	0.782950226295513	"5"	"RP11-18H21.1"
"CFL1P2"	2.95006972551925e-05	0.667635635142709	0.364	0.058	0.783627021189679	"5"	"CFL1P2"
"TSTD2"	3.00871278019744e-05	0.829371108102734	0.455	0.083	0.799204375803847	"5"	"TSTD2"
"FBXO5"	3.02268323673596e-05	1.33727330695102	0.273	0.035	0.802915348174172	"5"	"FBXO5"
"MAPK7"	3.09868149422678e-05	1.08561547511395	0.273	0.035	0.82310276531146	"5"	"MAPK7"
"CSRP2BP"	3.12226263261032e-05	1.24321467107621	0.364	0.057	0.829366623100278	"5"	"CSRP2BP"
"MICA"	3.15969749120285e-05	1.23940646015609	0.364	0.058	0.839310444588213	"5"	"MICA"
"PBRM11"	3.18610072653102e-05	1.0244550913972	0.818	0.237	0.846323935988434	"5"	"PBRM1"
"PRIM1"	3.20612337449533e-05	1.40129160926399	0.364	0.056	0.851642551967194	"5"	"PRIM1"
"LSM51"	3.21351528659367e-05	1.50006172236197	0.545	0.131	0.853606065577875	"5"	"LSM5"
"CEP128"	3.22495074486893e-05	1.27440418762704	0.455	0.088	0.856643666359534	"5"	"CEP128"
"DNAJC41"	3.23802161450762e-05	1.35850310828888	0.727	0.191	0.860115681461658	"5"	"DNAJC4"
"PTPN18"	3.30184961204831e-05	1.15331439460615	0.545	0.116	0.877070312448392	"5"	"PTPN18"
"POLD1"	3.35371353185344e-05	1.47953474763447	0.364	0.062	0.890846925466229	"5"	"POLD1"
"PEX1"	3.38521093280546e-05	1.27818024107896	0.455	0.088	0.899213580081114	"5"	"PEX1"
"WDR24"	3.59420944977763e-05	0.95898835025249	0.273	0.035	0.954729856144431	"5"	"WDR24"
"ASAH2"	3.59420944977763e-05	0.860517365276979	0.273	0.035	0.954729856144431	"5"	"ASAH2"
"TSHZ1"	3.61810300555726e-05	0.869889177722349	0.364	0.057	0.961076701366176	"5"	"TSHZ1"
"WHSC1"	3.68813424143823e-05	1.03268977637181	0.727	0.194	0.979679098553238	"5"	"WHSC1"
"PARP2"	3.88033655746699e-05	1.1165398742713	0.273	0.034	1	"5"	"PARP2"
"SNX19"	3.91425773989947e-05	1.32889953412293	0.636	0.168	1	"5"	"SNX19"
"NUCKS11"	3.98821180080283e-05	1.08530177932661	0.909	0.497	1	"5"	"NUCKS1"
"CCHCR1"	4.08861128422009e-05	1.16600804469426	0.273	0.036	1	"5"	"CCHCR1"
"CTD-2313F11.1"	4.09092455799352e-05	1.08516202598638	0.364	0.062	1	"5"	"CTD-2313F11.1"
"AF131215.3"	4.23173944081777e-05	0.463129196944776	0.273	0.034	1	"5"	"AF131215.3"
"SHMT1"	4.24962384832003e-05	0.936718394841889	0.364	0.058	1	"5"	"SHMT1"
"DNASE1"	4.37195089337805e-05	1.08325227536586	0.636	0.16	1	"5"	"DNASE1"
"SNIP1"	4.41444357745275e-05	1.31231246254915	0.455	0.09	1	"5"	"SNIP1"
"ASF1A"	4.42016637561432e-05	1.37214107510674	0.636	0.15	1	"5"	"ASF1A"
"C2orf69"	4.54745316527895e-05	1.3594239057007	0.545	0.132	1	"5"	"C2orf69"
"NSMCE2"	4.54755990150748e-05	1.44043497783913	0.545	0.128	1	"5"	"NSMCE2"
"C4orf46"	4.59487347063456e-05	1.29093942312157	0.273	0.037	1	"5"	"C4orf46"
"MAP3K4"	4.62658589994421e-05	1.36244073444912	0.545	0.127	1	"5"	"MAP3K4"
"MAP3K13"	4.64873125328984e-05	1.20970409733014	0.364	0.059	1	"5"	"MAP3K13"
"NFYA"	4.65368613202627e-05	1.02261359783701	0.545	0.119	1	"5"	"NFYA"
"PPP1R12B"	4.68380454901571e-05	1.19600230220452	0.545	0.124	1	"5"	"PPP1R12B"
"SEPHS2"	4.68903869936768e-05	1.35803412505916	0.455	0.085	1	"5"	"SEPHS2"
"BUB3"	4.743216835132e-05	0.934163055933786	1	0.548	1	"5"	"BUB3"
"IMMP1L"	4.82334079747838e-05	1.11311064624559	0.455	0.087	1	"5"	"IMMP1L"
"ABHD10"	4.83432818323477e-05	1.24377210564828	0.455	0.086	1	"5"	"ABHD10"
"PPP4R1"	4.89036745122588e-05	1.29619577003116	0.455	0.09	1	"5"	"PPP4R1"
"GGPS1"	5.23049064184811e-05	1.17710964597148	0.545	0.12	1	"5"	"GGPS1"
"SUZ12"	5.3146991107578e-05	1.16937141063118	0.636	0.174	1	"5"	"SUZ12"
"SHPK"	5.32835544621502e-05	1.00920524467057	0.273	0.037	1	"5"	"SHPK"
"RHEBP1"	5.34429100560338e-05	1.1703359402541	0.545	0.131	1	"5"	"RHEBP1"
"ASAH2B"	5.38970330395773e-05	0.969703409080517	0.273	0.036	1	"5"	"ASAH2B"
"DNAJC2"	5.39241935480261e-05	1.35501971356423	0.636	0.166	1	"5"	"DNAJC2"
"MON1B1"	5.402801411278e-05	1.36041323093264	0.636	0.18	1	"5"	"MON1B"
"ABCD4"	5.5225318442506e-05	1.37636951957078	0.727	0.194	1	"5"	"ABCD4"
"C14orf11"	5.62505242142314e-05	1.30874904861254	0.636	0.147	1	"5"	"C14orf1"
"MPDU11"	5.63215116013032e-05	1.41581894166555	0.636	0.175	1	"5"	"MPDU1"
"LMO7"	5.65174354694454e-05	1.08394085094737	0.273	0.037	1	"5"	"LMO7"
"ABCD3"	5.85720669805672e-05	1.12388801507274	0.364	0.062	1	"5"	"ABCD3"
"AC092652.1"	5.92374724726605e-05	1.11161540215689	0.273	0.037	1	"5"	"AC092652.1"
"DHRS4L2"	6.02886807528646e-05	1.23788157069062	0.545	0.128	1	"5"	"DHRS4L2"
"ATL31"	6.06518902196366e-05	1.36147682303948	0.636	0.186	1	"5"	"ATL3"
"CEP192"	6.08819674521928e-05	1.3558393888771	0.545	0.137	1	"5"	"CEP192"
"CDKL1"	6.13583630974648e-05	1.03109928500157	0.273	0.037	1	"5"	"CDKL1"
"SYTL1"	6.26878798581553e-05	1.19002027828816	0.818	0.239	1	"5"	"SYTL1"
"KIAA0753"	6.33120675627873e-05	1.21321659631453	0.273	0.037	1	"5"	"KIAA0753"
"DNAJC152"	6.35509754736073e-05	1.21721537515272	0.727	0.189	1	"5"	"DNAJC15"
"COMMD2"	6.38873785276378e-05	1.03486221454781	0.545	0.118	1	"5"	"COMMD2"
"ATP5J21"	6.44021957109287e-05	1.3185787926399	0.909	0.269	1	"5"	"ATP5J2"
"TUT1"	6.75638655063785e-05	1.33542887646018	0.455	0.09	1	"5"	"TUT1"
"CAV1"	6.99142898138941e-05	1.48225723380258	0.273	0.039	1	"5"	"CAV1"
"SMIM18"	7.05824172965685e-05	1.19041118962935	0.273	0.037	1	"5"	"SMIM18"
"BRPF1"	7.05825259740033e-05	0.872741458202813	0.273	0.037	1	"5"	"BRPF1"
"SLC43A3"	7.07169293186662e-05	1.17921613727137	0.455	0.088	1	"5"	"SLC43A3"
"STRA13"	7.15520508019981e-05	1.41134435021473	0.636	0.154	1	"5"	"STRA13"
"MPP1"	7.32109059448003e-05	1.29679813951237	0.364	0.061	1	"5"	"MPP1"
"PIK3CG1"	7.38513314862285e-05	1.27621621444896	0.636	0.186	1	"5"	"PIK3CG"
"GLRX5"	7.52501650953012e-05	1.05084642858948	0.273	0.037	1	"5"	"GLRX5"
"WIBG"	7.60546932885777e-05	1.40134147150802	0.636	0.169	1	"5"	"WIBG"
"DCAF15"	7.63884169025493e-05	1.01594327982854	0.273	0.038	1	"5"	"DCAF15"
"USF1"	7.66045718169625e-05	1.26044646283495	0.455	0.093	1	"5"	"USF1"
"MAP3K7"	7.71239973634966e-05	1.1497007009398	0.636	0.167	1	"5"	"MAP3K7"
"LSM41"	7.82057243490233e-05	1.33813931190217	0.818	0.252	1	"5"	"LSM4"
"MCTP1"	7.96117080637088e-05	0.974748773700124	0.364	0.062	1	"5"	"MCTP1"
"BCL101"	8.07017778001306e-05	1.08115596861336	0.909	0.312	1	"5"	"BCL10"
"UBXN2A"	8.79000627302053e-05	1.29552760699668	0.455	0.098	1	"5"	"UBXN2A"
"TMTC31"	8.88543177376107e-05	1.10811039348822	0.545	0.131	1	"5"	"TMTC3"
"NIT1"	8.97490396970287e-05	1.32600408343817	0.455	0.093	1	"5"	"NIT1"
"NEDD1"	8.99473559164978e-05	1.45780380192139	0.455	0.104	1	"5"	"NEDD1"
"ELOVL11"	9.08521375980442e-05	1.1465241394637	0.818	0.221	1	"5"	"ELOVL1"
"KLC2"	9.09964946695954e-05	1.13219448065149	0.364	0.065	1	"5"	"KLC2"
"MTOR"	9.11499952973357e-05	0.984631017770938	0.636	0.169	1	"5"	"MTOR"
"EIF2AK4"	9.14810612933144e-05	1.03576770037575	0.455	0.092	1	"5"	"EIF2AK4"
"RP11-10N23.4"	9.31055138309965e-05	0.810935153524191	0.273	0.037	1	"5"	"RP11-10N23.4"
"RP11-570P14.1"	9.7475638031571e-05	0.825470633388812	0.364	0.062	1	"5"	"RP11-570P14.1"
"CTC-559E9.5"	9.77402872753096e-05	1.18784946497871	0.273	0.039	1	"5"	"CTC-559E9.5"
"CANT1"	9.81224792929356e-05	0.974013084598813	0.545	0.134	1	"5"	"CANT1"
"UBALD2"	9.96773609349571e-05	0.84480664602555	0.364	0.064	1	"5"	"UBALD2"
"TMEM106C"	0.000100866724855087	1.39692809619311	0.545	0.125	1	"5"	"TMEM106C"
"HAUS5"	0.000100962755861072	1.34836018939989	0.455	0.101	1	"5"	"HAUS5"
"SLC1A51"	0.000102275964158337	1.09418257578539	0.636	0.174	1	"5"	"SLC1A5"
"BLM"	0.000102558406117314	1.3025813597284	0.455	0.094	1	"5"	"BLM"
"SPAG71"	0.000103803288135667	1.34659629062331	0.636	0.154	1	"5"	"SPAG7"
"BUD13"	0.000109171433198279	1.02641314267949	0.364	0.063	1	"5"	"BUD13"
"MED7"	0.000110137788959779	1.2466283894279	0.364	0.063	1	"5"	"MED7"
"INTS5"	0.000115298674411835	1.207653793645	0.273	0.039	1	"5"	"INTS5"
"MAK16"	0.000115640925128144	1.17713743788679	0.364	0.066	1	"5"	"MAK16"
"APOBEC3B"	0.000116769873206524	1.30386138297339	0.273	0.042	1	"5"	"APOBEC3B"
"ANAPC10"	0.000119199979004286	1.3354598125318	0.455	0.095	1	"5"	"ANAPC10"
"IL10"	0.000119529787173003	0.989027196860172	0.273	0.038	1	"5"	"IL10"
"ATAD2"	0.000121613948815083	1.36634945963562	0.545	0.153	1	"5"	"ATAD2"
"PRDM15"	0.000121953794018624	0.581917181501092	0.364	0.062	1	"5"	"PRDM15"
"DNTTIP21"	0.000123678712385487	1.27562863146782	0.727	0.218	1	"5"	"DNTTIP2"
"SLIRP"	0.000126251623092058	1.37502813945376	0.545	0.135	1	"5"	"SLIRP"
"RRP7A1"	0.000126512941175044	1.17093656167635	0.818	0.262	1	"5"	"RRP7A"
"IPO11"	0.000128511410027375	1.27524764880665	0.364	0.067	1	"5"	"IPO11"
"YWHAH"	0.000129299911966045	0.997108304751499	0.545	0.13	1	"5"	"YWHAH"
"MIS18A"	0.000131271813644858	1.03596702317985	0.273	0.038	1	"5"	"MIS18A"
"RALB"	0.000131898890952143	1.2715350893441	0.455	0.095	1	"5"	"RALB"
"ZBTB24"	0.000133454487123431	0.936944396106066	0.364	0.065	1	"5"	"ZBTB24"
"MRPL35"	0.000135066851488186	1.18684210529061	0.273	0.039	1	"5"	"MRPL35"
"RNASEH2C"	0.000136240022752359	1.36121434013392	0.636	0.185	1	"5"	"RNASEH2C"
"XPOT1"	0.000136700792919983	1.19302297073822	0.636	0.179	1	"5"	"XPOT"
"TAF15"	0.000136720711125263	0.688330899918216	0.545	0.121	1	"5"	"TAF15"
"HOXB2"	0.000139408792319887	1.17811252588723	0.455	0.1	1	"5"	"HOXB2"
