"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"HLTF"	0.000140036082990828	0.676964801474891	0.364	0.062	1	"5"	"HLTF"
"NFYB"	0.000140713756503145	0.927696260247837	0.364	0.063	1	"5"	"NFYB"
"COX15"	0.000141740998329695	0.977455852313187	0.545	0.13	1	"5"	"COX15"
"UBL4A"	0.000142501636373857	1.29715174928153	0.364	0.064	1	"5"	"UBL4A"
"RP11-264B17.3"	0.000147700645010459	0.746093126897914	0.545	0.14	1	"5"	"RP11-264B17.3"
"RABL6"	0.000150994925690872	0.870415925864124	0.364	0.067	1	"5"	"RABL6"
"WDR611"	0.000151083007289268	1.2021995065903	0.727	0.205	1	"5"	"WDR61"
"RPS26P31"	0.000152187917973915	1.02919516430637	0.727	0.24	1	"5"	"RPS26P3"
"GUSBP4"	0.000152971645317414	0.783877155308544	0.273	0.039	1	"5"	"GUSBP4"
"RDH11"	0.000154336803334656	1.04833624172002	0.818	0.281	1	"5"	"RDH11"
"STK17A1"	0.000156144210751062	1.00528519445273	0.818	0.247	1	"5"	"STK17A"
"ZNF816"	0.000156777361734855	0.944058612165454	0.273	0.04	1	"5"	"ZNF816"
"TNFAIP8L2"	0.000156777402121069	1.25109639253775	0.273	0.04	1	"5"	"TNFAIP8L2"
"HN11"	0.000157172055976957	1.21606436884838	0.909	0.327	1	"5"	"HN1"
"RUFY2"	0.00015721167730425	1.03339886840635	0.455	0.105	1	"5"	"RUFY2"
"CEBPG"	0.000158283165331138	1.21543884275572	0.455	0.098	1	"5"	"CEBPG"
"MRPS2"	0.000158522848616532	1.30610771714796	0.455	0.093	1	"5"	"MRPS2"
"CEP57"	0.000158573488227543	1.25759857796186	0.727	0.212	1	"5"	"CEP57"
"RPL13P5"	0.000160371919955436	1.25977325100262	0.364	0.07	1	"5"	"RPL13P5"
"TGS1"	0.000164212764014155	1.2049806633656	0.545	0.142	1	"5"	"TGS1"
"SCYL3"	0.000167054659375888	0.988150151007655	0.364	0.068	1	"5"	"SCYL3"
"GUSBP3"	0.000167101391593321	1.1277785359731	0.545	0.143	1	"5"	"GUSBP3"
"CTD-2311M21.2"	0.000169796116263397	0.332641690879673	0.273	0.04	1	"5"	"CTD-2311M21.2"
"ZC3H4"	0.000172644837176705	1.02694436612447	0.818	0.293	1	"5"	"ZC3H4"
"HIST1H2AG"	0.000175894646979166	0.670538222569911	0.273	0.039	1	"5"	"HIST1H2AG"
"H2AFJ"	0.00017950397811856	1.18307756735447	0.636	0.168	1	"5"	"H2AFJ"
"TMEM71"	0.000181493566377092	1.32117776976332	0.273	0.042	1	"5"	"TMEM71"
"COPG2"	0.000187749702139551	1.12953754080733	0.273	0.04	1	"5"	"COPG2"
"RP11-1023L17.1"	0.000188311635246384	1.1879908965601	0.545	0.148	1	"5"	"RP11-1023L17.1"
"ZNF5921"	0.00018844276130579	0.750790404264927	0.818	0.244	1	"5"	"ZNF592"
"NNT"	0.00018929950293975	1.30298963800386	0.636	0.197	1	"5"	"NNT"
"AC007347.1"	0.000191393654961433	1.16934488520254	0.455	0.103	1	"5"	"AC007347.1"
"MTX1"	0.000191453203824157	1.30718115524552	0.455	0.103	1	"5"	"MTX1"
"CARD81"	0.000192554287696571	1.1368458491747	0.909	0.364	1	"5"	"CARD8"
"ZNF252P"	0.000194136312305503	0.925430636763662	0.545	0.146	1	"5"	"ZNF252P"
"SUPT16H1"	0.000199647547134613	1.11477299751918	0.909	0.301	1	"5"	"SUPT16H"
"ACACB"	0.000200355203598413	1.12130870565561	0.273	0.043	1	"5"	"ACACB"
"ZBTB14"	0.000201652776413976	0.818601859473941	0.364	0.066	1	"5"	"ZBTB14"
"GCH1"	0.000204935810722578	1.22477913108382	0.455	0.106	1	"5"	"GCH1"
"GNG52"	0.00020747807059372	0.98121431568988	1	0.457	1	"5"	"GNG5"
"WDR5"	0.000211403344133871	1.21947892574309	0.364	0.073	1	"5"	"WDR5"
"RTN3P1"	0.0002114962340072	0.558242716312276	0.273	0.041	1	"5"	"RTN3P1"
"PPAPDC2"	0.000211496696835696	1.16249942314577	0.273	0.041	1	"5"	"PPAPDC2"
"ITGA5"	0.000212492765693894	1.09109287669876	0.364	0.07	1	"5"	"ITGA5"
"ZNF92"	0.000213241414236462	1.20914846493068	0.545	0.144	1	"5"	"ZNF92"
"SMC1A"	0.000215001918894655	1.10433812890778	0.727	0.221	1	"5"	"SMC1A"
"RP11-366M4.1"	0.000217181659943342	0.927222559825664	0.455	0.103	1	"5"	"RP11-366M4.1"
"RMND1"	0.000218072213062237	1.00987769630638	0.364	0.067	1	"5"	"RMND1"
"DLEU2"	0.000224823542359533	1.1799603749844	0.364	0.071	1	"5"	"DLEU2"
"MIR3654"	0.00022913655864698	0.316207781521491	0.273	0.04	1	"5"	"MIR3654"
"SLC4A2"	0.000239470314032135	1.30196221683065	0.455	0.1	1	"5"	"SLC4A2"
"RP11-284N8.3"	0.000239545041628456	1.01691533150432	0.273	0.042	1	"5"	"RP11-284N8.3"
"RP11-810M2.2"	0.000239545041628456	0.998256266782482	0.273	0.042	1	"5"	"RP11-810M2.2"
"LINC00998"	0.000241076992914073	1.1455079756018	0.364	0.066	1	"5"	"LINC00998"
"EIF1AY"	0.000242781103668682	1.19405346096696	0.455	0.1	1	"5"	"EIF1AY"
"SERF1B"	0.000244182792103089	0.855403585558004	0.364	0.068	1	"5"	"SERF1B"
"DROSHA1"	0.000246299896703423	1.25937626540426	0.636	0.212	1	"5"	"DROSHA"
"HIST1H4J"	0.000250414608686436	1.18430515015432	0.273	0.043	1	"5"	"HIST1H4J"
"SSNA11"	0.000255157693837392	1.17735780882835	0.727	0.211	1	"5"	"SSNA1"
"RNASEH2A"	0.000255916865238885	1.25416962186622	0.273	0.042	1	"5"	"RNASEH2A"
"CHEK1"	0.000255995822996013	1.16323561409551	0.273	0.044	1	"5"	"CHEK1"
"SNX12"	0.000258571690016707	1.03308701623451	0.273	0.041	1	"5"	"SNX12"
"ANP32E1"	0.000258946871909317	0.849248756826263	0.909	0.524	1	"5"	"ANP32E"
"AC024560.3"	0.000261077613745791	1.13387092980754	0.545	0.147	1	"5"	"AC024560.3"
"DCLRE1C"	0.000275449501384101	1.15402863936366	0.636	0.188	1	"5"	"DCLRE1C"
"AIFM1"	0.000279464024485888	1.11273517197073	0.455	0.098	1	"5"	"AIFM1"
"CNOT10"	0.000279710600937687	1.35985991589444	0.545	0.145	1	"5"	"CNOT10"
"MFF1"	0.000280050427877415	1.1953926208495	0.818	0.26	1	"5"	"MFF"
"AES1"	0.000282828522682762	1.11389937541983	0.818	0.295	1	"5"	"AES"
"SLC25A35"	0.00028335520241525	0.601947569547331	0.545	0.135	1	"5"	"SLC25A35"
"AP2S12"	0.000283606514450157	1.23262148365629	0.818	0.273	1	"5"	"AP2S1"
"MCTS1"	0.000287145785825025	1.19991334158525	0.455	0.099	1	"5"	"MCTS1"
"EIF2B1"	0.000287571402860919	1.31983830603964	0.636	0.176	1	"5"	"EIF2B1"
"RTCA1"	0.000287773001678013	1.20708731824937	0.727	0.226	1	"5"	"RTCA"
"COPS3"	0.000287887786946089	1.31442928383006	0.636	0.169	1	"5"	"COPS3"
"ZNF473"	0.000290391335150977	0.853869187468368	0.273	0.042	1	"5"	"ZNF473"
"DCXR2"	0.000296345678639079	1.2054043425067	0.818	0.276	1	"5"	"DCXR"
"TEX10"	0.000298874501571649	1.16633992748548	0.455	0.109	1	"5"	"TEX10"
"ACTR8"	0.000299125156954808	1.36627373462133	0.364	0.075	1	"5"	"ACTR8"
"CCDC134"	0.000300104721499972	1.07734376861641	0.364	0.07	1	"5"	"CCDC134"
"UMPS"	0.00030747590150522	1.19300491400004	0.273	0.044	1	"5"	"UMPS"
"RFWD2"	0.000315674797447936	1.22866726094559	0.455	0.11	1	"5"	"RFWD2"
"COPS7A"	0.000316025994099949	1.20466697061066	0.545	0.13	1	"5"	"COPS7A"
"HLA-DRA1"	0.000317027564207195	1.12486582940905	0.818	0.399	1	"5"	"HLA-DRA"
"ERP27"	0.000317587712882933	1.20461168063187	0.545	0.153	1	"5"	"ERP27"
"GUCD1"	0.000319225758120626	1.27671470376443	0.455	0.106	1	"5"	"GUCD1"
"HNRNPA2B1"	0.00032562857585174	0.34914303805918	1	0.884	1	"5"	"HNRNPA2B1"
"DSN1"	0.000332612981068664	1.18367112511501	0.273	0.044	1	"5"	"DSN1"
"HNRNPA1P35"	0.000333298962847359	0.611250073576699	0.545	0.143	1	"5"	"HNRNPA1P35"
"KRR1"	0.000339165537492802	1.0987267371082	0.818	0.308	1	"5"	"KRR1"
"FAM111A"	0.000340735484252591	1.20982049804999	0.727	0.266	1	"5"	"FAM111A"
"ZNF440"	0.000343905587422554	1.29647697307999	0.273	0.046	1	"5"	"ZNF440"
"TFB2M"	0.000344614850839613	1.24860595827864	0.364	0.071	1	"5"	"TFB2M"
"NUP160"	0.000347141110436362	1.21695131715362	0.545	0.15	1	"5"	"NUP160"
"DCLRE1A"	0.000352249409180437	1.23523794661352	0.273	0.045	1	"5"	"DCLRE1A"
"NT5C21"	0.000355409567563204	1.07301244627124	0.636	0.182	1	"5"	"NT5C2"
"EIF4EBP21"	0.000358366100419532	0.946756088343104	0.909	0.373	1	"5"	"EIF4EBP2"
"C11orf24"	0.000359705730479709	1.11193755524665	0.364	0.071	1	"5"	"C11orf24"
"CCNG2"	0.000360215504454888	0.494610603474815	0.455	0.099	1	"5"	"CCNG2"
"COX7B1"	0.000360549399008303	1.12011962521421	0.818	0.252	1	"5"	"COX7B"
"RPA3"	0.000364044289383873	1.19281271631055	0.545	0.147	1	"5"	"RPA3"
"DOLPP1"	0.000365464940938565	0.921634090940904	0.273	0.043	1	"5"	"DOLPP1"
"SCO1"	0.000365557598420961	1.22135749556455	0.364	0.072	1	"5"	"SCO1"
"EEA1"	0.000366793495921732	1.13989911268823	0.364	0.074	1	"5"	"EEA1"
"H2AFZP3"	0.00038252306728244	0.999563286674229	0.364	0.08	1	"5"	"H2AFZP3"
"STAG3L3"	0.000385333459713073	1.05425762771983	0.909	0.331	1	"5"	"STAG3L3"
"TMEM86B"	0.000385954191244916	0.584884180151326	0.455	0.105	1	"5"	"TMEM86B"
"CASP7"	0.000393178011691989	1.09937198418429	0.455	0.102	1	"5"	"CASP7"
"UPF3A"	0.000393472678513868	1.05411958768862	0.636	0.179	1	"5"	"UPF3A"
"FAM204A"	0.000395905733004079	1.10120364036259	0.727	0.239	1	"5"	"FAM204A"
"FGFR1"	0.00040340302415141	1.13906699857623	0.455	0.107	1	"5"	"FGFR1"
"PGGT1B1"	0.000406545003590472	1.2936755533739	0.545	0.164	1	"5"	"PGGT1B"
"ABCF2"	0.000419691251838602	1.20820922757116	0.455	0.106	1	"5"	"ABCF2"
"PAAF1"	0.000423102634285895	1.20461492505695	0.364	0.072	1	"5"	"PAAF1"
"AKAP21"	0.000423700435289873	0.993139221372975	0.545	0.145	1	"5"	"AKAP2"
"RP11-469M7.1"	0.000426342282153097	0.971674652363438	0.636	0.185	1	"5"	"RP11-469M7.1"
"TTF1"	0.000435192078598492	0.946227239477269	0.455	0.105	1	"5"	"TTF1"
"MCC"	0.000436636307019353	0.813929683094591	0.364	0.076	1	"5"	"MCC"
"CDC42EP3"	0.000436706560883378	1.07515342889786	0.636	0.19	1	"5"	"CDC42EP3"
"RP11-573D15.2"	0.000447176370509244	0.266879187869588	0.273	0.044	1	"5"	"RP11-573D15.2"
"MUT"	0.000452715595109225	1.10449084640283	0.364	0.073	1	"5"	"MUT"
"CDC7"	0.000453200929925178	1.11334574886934	0.273	0.045	1	"5"	"CDC7"
"SUN2"	0.000455056790840346	0.973014374814541	0.909	0.401	1	"5"	"SUN2"
"FAM149B1"	0.000455183319655129	1.11844520320383	0.364	0.079	1	"5"	"FAM149B1"
"RP11-867G23.4"	0.000473079027375478	1.06445800195213	0.727	0.246	1	"5"	"RP11-867G23.4"
"MOSPD3"	0.000476610412830422	1.15258640890439	0.364	0.071	1	"5"	"MOSPD3"
"INTS12"	0.000476771332752207	0.988861125539483	0.364	0.07	1	"5"	"INTS12"
"CYTH2"	0.000484699698177723	1.1067010388767	0.545	0.141	1	"5"	"CYTH2"
"STXBP4"	0.00048633528894126	1.04385850370103	0.273	0.045	1	"5"	"STXBP4"
"EXTL3"	0.000486335577576733	0.90005316237435	0.273	0.045	1	"5"	"EXTL3"
"DNAJC9"	0.000487534843316433	1.21673380666116	0.545	0.147	1	"5"	"DNAJC9"
"TET3"	0.000493689711536867	1.12324146837018	0.455	0.116	1	"5"	"TET3"
"RAN1"	0.000495013111520872	0.658038764099724	1	0.663	1	"5"	"RAN"
"CIZ1"	0.000496475025495998	1.16126177682441	0.455	0.109	1	"5"	"CIZ1"
"RANGAP11"	0.000497604994183582	1.11670870177434	0.818	0.311	1	"5"	"RANGAP1"
"AL590762.11"	0.000498151757911465	0.897125957231381	1	0.525	1	"5"	"AL590762.1"
"ANKRD32"	0.000500276872130424	0.803102727225538	0.455	0.104	1	"5"	"ANKRD32"
"RP11-434D12.1"	0.00050093408643939	1.07006339456031	0.273	0.046	1	"5"	"RP11-434D12.1"
"CASP2"	0.000503066245901361	1.04044880884127	0.909	0.389	1	"5"	"CASP2"
"MED121"	0.000505481034776103	1.02006234063761	0.727	0.25	1	"5"	"MED12"
"CCNC1"	0.000505605202962281	1.16434021555529	0.636	0.185	1	"5"	"CCNC"
"VTA1"	0.000509408452039847	1.09724216014046	0.727	0.208	1	"5"	"VTA1"
"AC099522.2"	0.000514496193247743	0.740121979704942	0.545	0.14	1	"5"	"AC099522.2"
"FAM122B"	0.000517393578417824	0.725017283805449	0.364	0.074	1	"5"	"FAM122B"
"AMY2B"	0.000525824884794197	0.955126095579997	0.364	0.076	1	"5"	"AMY2B"
"ENDOV"	0.000529580982213872	1.18663249664052	0.273	0.046	1	"5"	"ENDOV"
"ANKH"	0.000534520460414973	1.08801191950092	0.545	0.161	1	"5"	"ANKH"
"KIAA0754"	0.000539037952454014	0.63075335467156	0.273	0.045	1	"5"	"KIAA0754"
"TMEM41A"	0.000544266002722456	0.980568698164083	0.455	0.11	1	"5"	"TMEM41A"
"TUBG1"	0.000551459063617827	1.2261963540802	0.364	0.077	1	"5"	"TUBG1"
"GRK5"	0.000553094998493758	1.18858514208064	0.455	0.118	1	"5"	"GRK5"
"TCERG1"	0.000554007057348295	1.14690975880964	0.818	0.337	1	"5"	"TCERG1"
"ARMC1"	0.000556110693842364	1.2126966807133	0.455	0.113	1	"5"	"ARMC1"
"ZNF75D"	0.000557776689148055	1.01231120559736	0.364	0.076	1	"5"	"ZNF75D"
"IFT122"	0.000559360187683107	1.21420560620157	0.273	0.047	1	"5"	"IFT122"
"ZC3H3"	0.000563005803848672	1.01390693223251	0.545	0.147	1	"5"	"ZC3H3"
"PDZD11"	0.000570296818904293	1.26537863862461	0.545	0.142	1	"5"	"PDZD11"
"POLH"	0.00057370059864997	1.12233895601087	0.364	0.079	1	"5"	"POLH"
"WRB"	0.000573749248446849	0.814478400819403	0.364	0.073	1	"5"	"WRB"
"ELAVL1"	0.000574733653788038	0.729550918349559	0.545	0.137	1	"5"	"ELAVL1"
"CRIP1"	0.000575970378312433	0.786147685028943	1	0.574	1	"5"	"CRIP1"
"DAZAP1"	0.000586219479984608	0.666530102012911	0.545	0.137	1	"5"	"DAZAP1"
"CORO1A"	0.000589095044977595	0.311041879506959	1	0.88	1	"5"	"CORO1A"
"HCFC11"	0.00059368151951203	1.03164177714068	0.818	0.348	1	"5"	"HCFC1"
"RGS31"	0.000593984918419032	0.960355704193982	0.636	0.183	1	"5"	"RGS3"
"SCFD1"	0.000597282022642045	1.14783054633532	0.636	0.191	1	"5"	"SCFD1"
"DDX59"	0.000603233840813811	1.23322550436523	0.455	0.11	1	"5"	"DDX59"
"PPIH1"	0.00060498216291524	1.19502331795424	0.455	0.109	1	"5"	"PPIH"
"INTS10"	0.000607440674246089	1.30844738644916	0.545	0.162	1	"5"	"INTS10"
"GNPDA2"	0.000611230136599387	0.958726864239384	0.364	0.073	1	"5"	"GNPDA2"
"CDK2AP21"	0.000612250361399277	1.08125515736575	0.909	0.375	1	"5"	"CDK2AP2"
"GOT1"	0.000613577076148944	1.22588520632784	0.364	0.076	1	"5"	"GOT1"
"TMUB1"	0.000624455082545693	1.25085215587551	0.455	0.116	1	"5"	"TMUB1"
"ILF21"	0.000629653568540978	1.03271442743274	0.909	0.379	1	"5"	"ILF2"
"YIPF2"	0.000632135175525644	0.814230581512662	0.364	0.075	1	"5"	"YIPF2"
"LY96"	0.000639045156470992	1.09320611227013	0.364	0.073	1	"5"	"LY96"
"AL358333.1"	0.000639987851563795	1.10291135373523	0.545	0.154	1	"5"	"AL358333.1"
"SPATA5"	0.00064343090851738	1.03199548184852	0.364	0.079	1	"5"	"SPATA5"
"FTO1"	0.000649740233054892	1.10750470493067	0.636	0.195	1	"5"	"FTO"
"MAD2L2"	0.000651731962621538	1.21969510456045	0.545	0.142	1	"5"	"MAD2L2"
"SNRPC1"	0.000653174918188479	1.14545402109085	0.727	0.246	1	"5"	"SNRPC"
"CCDC93"	0.000653242039741927	1.10221425145025	0.545	0.156	1	"5"	"CCDC93"
"PCNA"	0.000656298189931547	1.19105730288738	0.545	0.157	1	"5"	"PCNA"
"RN7SL834P"	0.00066381339120421	1.01324345353824	0.273	0.045	1	"5"	"RN7SL834P"
"ARPC5L1"	0.00066644074374668	1.18763046958279	0.727	0.271	1	"5"	"ARPC5L"
"USP24"	0.000669560175320961	1.04074093921459	0.727	0.289	1	"5"	"USP24"
"YY1"	0.000673628968491214	1.12896651092489	0.545	0.163	1	"5"	"YY1"
"IREB2"	0.000674267950415064	1.22163681217115	0.545	0.175	1	"5"	"IREB2"
"KDELR11"	0.000676687186074995	1.10033671059121	0.636	0.186	1	"5"	"KDELR1"
"GMEB2"	0.000676833496463441	0.927804218411198	0.273	0.047	1	"5"	"GMEB2"
"PSMD92"	0.000680228283654626	1.23543389108289	0.818	0.269	1	"5"	"PSMD9"
"ZW10"	0.000680626149417264	1.10198835575169	0.273	0.048	1	"5"	"ZW10"
"HIST1H1D"	0.000681178761985315	1.19769124241531	0.364	0.079	1	"5"	"HIST1H1D"
"CNIH41"	0.000682019685161944	1.19279186474704	0.636	0.205	1	"5"	"CNIH4"
"MTIF3"	0.000683930260567292	1.23598502773728	0.636	0.193	1	"5"	"MTIF3"
"BCL11B1"	0.000686507132452683	0.84306075426215	1	0.425	1	"5"	"BCL11B"
"PRPF38A1"	0.000693570927654996	1.19973170607075	0.636	0.196	1	"5"	"PRPF38A"
"AP1S2"	0.000697365743059988	1.10488718416792	0.636	0.194	1	"5"	"AP1S2"
"LYPLA2P1"	0.000703494855039841	0.505022956694596	0.273	0.046	1	"5"	"LYPLA2P1"
"STAG11"	0.000711603500859449	1.13298403246074	0.636	0.227	1	"5"	"STAG1"
"C1orf174"	0.00072308928572535	1.05901441920185	0.636	0.194	1	"5"	"C1orf174"
"ZDHHC16"	0.000724989444301805	1.21459632782969	0.364	0.078	1	"5"	"ZDHHC16"
"PRR14"	0.000725151308105276	1.13710222003126	0.455	0.119	1	"5"	"PRR14"
"ZDHHC13"	0.000726262259459742	0.970866598219299	0.455	0.112	1	"5"	"ZDHHC13"
"TTC9C"	0.000737499167554394	0.898007417270499	0.273	0.045	1	"5"	"TTC9C"
"CEP350"	0.000750825500682015	1.04197291222847	0.636	0.211	1	"5"	"CEP350"
"ABHD13"	0.000751368202165541	0.792364933832694	0.455	0.106	1	"5"	"ABHD13"
"ANKRD40"	0.000752842690743699	0.974804106645185	0.727	0.234	1	"5"	"ANKRD40"
"CRAMP1L"	0.000756302508581754	0.487729064294674	0.273	0.046	1	"5"	"CRAMP1L"
"KRCC1"	0.000758494451094118	1.12206286457898	0.455	0.107	1	"5"	"KRCC1"
"TRABD"	0.000759625201157297	1.06910401977018	0.909	0.359	1	"5"	"TRABD"
"SLC4A71"	0.000765639928944353	0.847928340031162	0.818	0.3	1	"5"	"SLC4A7"
"CMC22"	0.000768491092258695	1.07963499067346	0.818	0.338	1	"5"	"CMC2"
"METTL10"	0.000769279855799581	1.23747148867361	0.455	0.112	1	"5"	"METTL10"
"GLYCTK"	0.000781371359555427	1.09470504694749	0.364	0.078	1	"5"	"GLYCTK"
"HPRT11"	0.000796038554770924	1.2138787216375	0.727	0.228	1	"5"	"HPRT1"
"IFT27"	0.000809422447537587	0.90313689347619	0.636	0.178	1	"5"	"IFT27"
"CHCHD7"	0.000812086749478832	1.11244182351061	0.636	0.186	1	"5"	"CHCHD7"
"C6orf136"	0.00082014766235797	1.07972919283684	0.273	0.048	1	"5"	"C6orf136"
"RUNX31"	0.00082390226065912	0.835276783203764	0.909	0.353	1	"5"	"RUNX3"
"RASSF11"	0.000829064306121628	1.28413087681286	0.545	0.175	1	"5"	"RASSF1"
"HSPA13"	0.000833520238364045	1.08649998032257	0.455	0.109	1	"5"	"HSPA13"
"USP28"	0.000835498238234335	1.09348416872376	0.364	0.08	1	"5"	"USP28"
"SLC36A1"	0.000837010029101952	1.08975101909897	0.273	0.049	1	"5"	"SLC36A1"
"FUT5"	0.00083829388357891	0.584311183786459	0.727	0.279	1	"5"	"FUT5"
"ATP8B3"	0.000838432150625775	0.997669429466495	0.273	0.05	1	"5"	"ATP8B3"
"SLAMF71"	0.000838870925949911	1.38636487824413	0.273	0.052	1	"5"	"SLAMF7"
"HIST1H2BD"	0.000841993499813271	1.07190193774525	0.364	0.079	1	"5"	"HIST1H2BD"
"SIKE1"	0.000842872105546499	0.927609882547503	0.545	0.152	1	"5"	"SIKE1"
"DNAJC1"	0.000843640385585269	1.16344378627694	0.636	0.205	1	"5"	"DNAJC1"
"SRF"	0.000860489482604045	0.966296915863509	0.273	0.05	1	"5"	"SRF"
"FGFR1OP"	0.000861576293976628	1.40973415532046	0.455	0.135	1	"5"	"FGFR1OP"
"DTX3"	0.000861620706861243	0.468435080093697	0.273	0.047	1	"5"	"DTX3"
"C1orf35"	0.000887247893624727	0.996704763365439	0.364	0.077	1	"5"	"C1orf35"
"GSKIP"	0.000890671742159072	1.21958260811482	0.364	0.079	1	"5"	"GSKIP"
"TRPS11"	0.000893777463959219	0.995021510409021	0.818	0.344	1	"5"	"TRPS1"
"HDAC21"	0.000894088414673392	1.28842270818862	0.545	0.161	1	"5"	"HDAC2"
"CTAGE51"	0.000896067266408275	1.14217331303564	0.636	0.212	1	"5"	"CTAGE5"
"BRCC3"	0.000901886040288288	1.28458634562015	0.455	0.124	1	"5"	"BRCC3"
"KIAA0556"	0.000906412700306421	0.908687531970839	0.364	0.079	1	"5"	"KIAA0556"
"OTUD6B"	0.000909078239037165	0.929335926833627	0.364	0.079	1	"5"	"OTUD6B"
"DCP2"	0.000909368689662565	1.0417725608379	0.818	0.361	1	"5"	"DCP2"
"CCM22"	0.000909638821715221	1.02499632472388	0.909	0.318	1	"5"	"CCM2"
"PPM1B"	0.000918464533941526	1.04177205444418	0.545	0.16	1	"5"	"PPM1B"
"ERLIN1"	0.000921119431049985	0.895835100092997	0.273	0.049	1	"5"	"ERLIN1"
"AAAS"	0.000922876129837053	1.08470305263885	0.455	0.112	1	"5"	"AAAS"
"SMU1"	0.000927967771782705	1.05178771790205	0.818	0.391	1	"5"	"SMU1"
"ZEB1"	0.000932599582625933	0.9111147284037	0.727	0.241	1	"5"	"ZEB1"
"CARF"	0.00094604916701462	1.01856737859304	0.273	0.05	1	"5"	"CARF"
"FAM195B"	0.000949212066036324	1.13174530450329	0.636	0.198	1	"5"	"FAM195B"
"PPP2R5D"	0.000953466071752794	1.06250305719436	0.727	0.242	1	"5"	"PPP2R5D"
"CD2741"	0.000967020278760958	1.12702209774644	0.455	0.125	1	"5"	"CD274"
"ARHGEF39"	0.000972357496228796	1.30388295164572	0.273	0.054	1	"5"	"ARHGEF39"
"NOP56"	0.0009762281165667	1.10026245673571	0.727	0.249	1	"5"	"NOP56"
"TCEANC2"	0.000979068873801128	0.925807265109108	0.273	0.05	1	"5"	"TCEANC2"
"SP4"	0.000981044690291842	1.08520683697746	0.636	0.204	1	"5"	"SP4"
"MSL3"	0.000998005033326198	1.15892696910734	0.727	0.247	1	"5"	"MSL3"
"STK40"	0.00101787641779797	1.03070713216143	0.364	0.083	1	"5"	"STK40"
"TMCO3"	0.00102098406471171	1.07412900638477	0.273	0.051	1	"5"	"TMCO3"
"RAC1P2"	0.001021407955398	1.0635396214599	0.455	0.123	1	"5"	"RAC1P2"
"LAMTOR22"	0.00102163080649857	1.18263293780334	0.636	0.193	1	"5"	"LAMTOR2"
"RAB11B"	0.00103005433314586	0.921024125223868	0.818	0.325	1	"5"	"RAB11B"
"SDCCAG81"	0.00103421305717831	1.12788590490082	0.545	0.161	1	"5"	"SDCCAG8"
"ZNF184"	0.00103525674604667	1.01743091879829	0.364	0.083	1	"5"	"ZNF184"
"MMS22L"	0.00103898677723001	1.28274144354037	0.455	0.132	1	"5"	"MMS22L"
"EMC41"	0.00104064693953624	1.11575307151738	0.818	0.304	1	"5"	"EMC4"
"CCDC127"	0.00104833180206992	0.922501638129318	0.273	0.05	1	"5"	"CCDC127"
"ECI2"	0.00105177967973798	1.05355246551883	0.455	0.109	1	"5"	"ECI2"
"DUSP6"	0.00105446853747321	1.20950424262393	0.545	0.156	1	"5"	"DUSP6"
"ACOT131"	0.0010602670238156	0.829783804890023	0.727	0.252	1	"5"	"ACOT13"
"GTF2A1"	0.00107025707876042	0.955441319204826	0.364	0.082	1	"5"	"GTF2A1"
"AMZ2"	0.00107186386158239	1.12090226880774	0.636	0.205	1	"5"	"AMZ2"
"PACSIN2"	0.00107794997912869	0.617029109820773	0.455	0.112	1	"5"	"PACSIN2"
"TMEM156"	0.00107811010148112	1.19157337445416	0.455	0.123	1	"5"	"TMEM156"
"SLC1A4"	0.00108259276264311	0.663288494201147	0.364	0.08	1	"5"	"SLC1A4"
"PHYH"	0.00108486835509313	1.13603138090017	0.364	0.082	1	"5"	"PHYH"
"TXLNG"	0.00110284461325877	1.05461704826659	0.455	0.123	1	"5"	"TXLNG"
"ZBTB2"	0.00110359028982161	1.02726012406045	0.455	0.116	1	"5"	"ZBTB2"
"SPAG91"	0.0011182066856053	0.970964343959711	0.545	0.165	1	"5"	"SPAG9"
"ACTBP9"	0.00111868601978917	0.378233606575713	0.364	0.077	1	"5"	"ACTBP9"
"NDUFA91"	0.00111929477660303	1.08480471191559	0.727	0.226	1	"5"	"NDUFA9"
"TTL"	0.00112104821634137	0.72937234841966	0.545	0.16	1	"5"	"TTL"
"RAB30-AS1"	0.00112687132590924	1.07054914748889	0.273	0.05	1	"5"	"RAB30-AS1"
"NAPRT11"	0.00113345139654446	1.23414042589733	0.636	0.207	1	"5"	"NAPRT1"
"SNRNP25"	0.00113747310173436	1.06089407151785	0.364	0.082	1	"5"	"SNRNP25"
"HMGA11"	0.00114551689813722	1.09831200025533	0.636	0.252	1	"5"	"HMGA1"
"R3HDM1"	0.00114616494274845	1.18631182662974	0.636	0.221	1	"5"	"R3HDM1"
"NPTN1"	0.00115608495489855	0.821894024487403	0.818	0.278	1	"5"	"NPTN"
"LINC01002"	0.0011562246100714	0.75981794158256	0.364	0.085	1	"5"	"LINC01002"
"TBC1D5"	0.00115998011527133	0.984361284458899	0.636	0.211	1	"5"	"TBC1D5"
"NMI"	0.001164248280734	1.15518286408718	0.636	0.188	1	"5"	"NMI"
"RP5-930J4.4"	0.0011647716067836	0.912065806945341	0.545	0.168	1	"5"	"RP5-930J4.4"
"NRAS2"	0.00116659625800433	1.08422803497135	0.545	0.178	1	"5"	"NRAS"
"ADH5"	0.00116976988155949	1.02847926703996	0.636	0.188	1	"5"	"ADH5"
